mention,tag,pt code,fold id
глаз постоянно слезился,Indication,10023644,3
напряжении,Indication,10003552,3
напряжение,Indication,10043268,3
слезливость,Indication,10023644,3
плавающая точка,Indication,10047571,3
зависимость,ADR,10012335,3
боле,Indication,10033371,3
головной боли,Indication,10019211,3
боли,Indication,10033371,3
что-то происходит в моем подсознании не нормальное,ADR,10012378,3
"Чувство будто ты не живой, ни мертвый",ADR,10012378,3
Зависимость,ADR,10012335,3
Стал чувствовать тягу,ADR,10013663,3
боль,Indication,10033371,3
меняются вкусовые рецепторы,ADR,10034018,2
был очень нервный,ADR,10029216,2
ночью вставал,ADR,10027590,2
не мог ничего есть,ADR,10061428,2
"если я ему давала что-то кислое, то он говорил что оно сладкое",ADR,10034018,2
"с нюхом случилось, все запахи были не такими",ADR,10034018,2
потеря обоняния и вкуса,ADR,10002653,2
сопли,Indication,10039101,2
неприятная тяжесть в желудке и кишечнике,Indication,10000059,1
зуб болит,Indication,10044055,2
расстройство желудка,Indication,10000059,2
от изжоги,Indication,10013946,5
от изжоги,Indication,10013946,5
от изжоги,Indication,10013946,5
изжога,Indication,10013946,5
изжоге,Indication,10013946,5
изжога,Indication,10013946,5
от изжоги,Indication,10013946,5
жгучие ощущения,Indication,10013946,5
изжога,Indication,10013946,5
изжогу,Indication,10013946,5
чихали,Indication,10041232,2
"сыпь по ручкам, ножкам и личику",Indication,10037844,2
сыпь на лице мокнущий,Indication,10055182,4
попадание в глаза может привести к развитию катаракты,ADR,10007739,4
показались капилляры на щёчках,ADR,10007189,4
сыпь,Indication,10037844,4
прыгало моё давление,Indication,10005746,3
давление прыгало,Indication,10005746,3
состояние начинало напоминать выход из общего наркоза,ADR,10016330,3
непрекращающийся кошмар из тяжелого мутного марева,ADR,10025482,3
как при хорошем таком перепое,ADR,10016330,3
у ребёнка обнаружили проблемы с почкой(увеличена лоханка,ADR,10061927,3
родились с патологией,ADR,10010356,3
тяжелое состояние,ADR,10016322,3
увеличенную лоханку,ADR,10061927,3
ухудшение зрения,Indication,10047571,3
сильное жжение,ADR,10015946,3
ощутил боль в ухе,ADR,10014020,4
боль в ухе,ADR,10014020,4
слабит,Indication,10012735,4
проблемы с кишечником,Indication,10000059,4
когда уже не чем ходить в туалет он все равно вызывает сильные спазмы в животе и в туалет все равно хочется идти,ADR,10057071,4
проблемы со стулом,Indication,10022437,4
заболел правый бок,ADR,10000087,4
шум в ушах,ADR,10043882,4
Боли в суставах и мышцах,Indication,10003239,4
шум в ушах,ADR,10043882,4
боль в правом боку,ADR,10000087,4
низкий гемоглабин,Indication,10018884,2
после операции при которой потеряла много крови,Indication,10055798,2
упали показатели гемоглабина,Indication,10018884,2
синяки,ADR,10022066,2
места уколов долго болят,ADR,10022086,2
головные боли,ADR,10019211,2
болит голова,ADR,10019211,2
моча на фоне этого препарата темнеет,ADR,10008796,2
кал становится черным,ADR,10016100,2
роблемы с пищеварением,Indication,10013946,3
В туалет сходить проблема,Indication,10010774,3
тяжесть в желудке,Indication,10000059,3
ужасной боли,ADR,10000081,3
внутри все шевелится и переворачивается,ADR,10016766,3
Ужасно вспотела волосы на голове были мокрые и простынка,ADR,10020642,3
пред глазами все было темно,ADR,10047571,3
